Unnamed: 0,rmse,mean,median,std,min,max,sse
euroc_MH_01_easy_baseline_rpe5.zip,1.174141371357594,0.9824126642490062,0.8250200549077503,0.6430189087862511,0.0730623702469615,3.156394113113057,439.7759392187839
euroc_MH_01_easy_clahe_rpe5.zip,1.1322851681752726,0.943795406733875,0.7950899103044853,0.6255556987972734,0.0392882614317378,3.1573229724170804,429.49335019335126
euroc_MH_01_easy_mertens_rpe5.zip,1.1801984791846951,0.9809690029932336,0.7987973035719353,0.6561770077016789,0.0333740875019863,3.6430700276223456,465.2180623901357
euroc_MH_01_easy_proposed_rpe5.zip,1.5198249869436546,1.25513770631467,1.051460084704508,0.8570281962254391,0.0995633848177554,5.67290407331615,868.5103645927933
euroc_MH_01_easy_reinhard_rpe5.zip,1.3411120021280716,1.1585362855935106,1.1089561060353623,0.6755553842692366,0.1128506660537292,3.21164818593034,455.041094769747
euroc_MH_02_easy_baseline_rpe5.zip,12.276434646490324,9.21446442791639,6.78744064551695,8.111996852576526,0.2273309152258516,46.37077987311568,38883.39868842339
euroc_MH_02_easy_clahe_rpe5.zip,5.26347093328795,4.087758237379482,3.06015098668283,3.315774247186216,0.0816712205056342,17.989872533752067,8061.900743280032
euroc_MH_02_easy_mertens_rpe5.zip,5.979205931730328,4.48925657558464,3.060266567513922,3.9493643757710193,0.1801909488804141,21.670735550540268,10689.520168637704
euroc_MH_02_easy_proposed_rpe5.zip,1.7781226843864235,1.3159050424036889,0.9583145360470564,1.1958738228200028,0.0408695675132906,5.64193234717758,1154.027902466297
euroc_MH_02_easy_reinhard_rpe5.zip,1.4155614348286265,1.114344711292677,0.913837396657013,0.8729547755686545,0.0427166729098494,5.078729969655623,506.96498647084206
euroc_MH_03_medium_baseline_rpe5.zip,6.870067919049144,5.638248339677897,5.302121729247786,3.9253011187000255,0.0094907438349257,21.0053753051334,12554.623634484631
euroc_MH_03_medium_clahe_rpe5.zip,17.191436883483824,14.101879020324802,13.098859375976676,9.832726489378786,0.1136961589232729,52.4705185955463,85708.19561445432
euroc_MH_03_medium_mertens_rpe5.zip,1.8279271402248023,1.3430821396993349,1.1122939995608638,1.239938706546046,0.0190957494372647,8.041113342325835,1376.622863547815
euroc_MH_03_medium_proposed_rpe5.zip,1.950770086763948,1.5875209397010843,1.4078425830661394,1.1337024289572672,0.0311746137936409,5.8857010014433175,1210.1502501893406
euroc_MH_03_medium_reinhard_rpe5.zip,2.758560500031655,2.3239928601395072,2.0846163582477377,1.4861740202128042,0.0220383468550008,6.772656073843784,1582.808454725658
euroc_MH_04_difficult_baseline_rpe5.zip,1.7485446920217451,1.4940022081962323,1.2718661390640462,0.9084965282829656,0.0385269955647262,5.580225256923443,856.0743911992777
euroc_MH_04_difficult_clahe_rpe5.zip,2.7263087381140347,2.2655637500530843,1.7293968637078494,1.5165685708079093,0.0175196657650661,8.854713757429215,2326.453672016802
euroc_MH_04_difficult_mertens_rpe5.zip,3.933048315900458,3.1129885920421434,2.328199074600898,2.403782660937321,0.0315407377156137,13.65277148198821,4687.067323727852
euroc_MH_04_difficult_proposed_rpe5.zip,1.6013895641581473,1.3791514757457402,1.1363921430538984,0.8138732967378692,0.0084328791205528,4.880639397125372,779.5923550031647
euroc_MH_04_difficult_reinhard_rpe5.zip,1.6967342672743777,1.4768278469016232,1.2715804745838084,0.8353961242183469,0.0321946284703101,5.218574001095166,811.8518229955597
euroc_MH_05_difficult_baseline_rpe5.zip,1.526596984248919,1.3425865499692395,1.2859105921605076,0.726608359544253,0.0044428737537995,4.0950992459695925,731.7764826278192
euroc_MH_05_difficult_clahe_rpe5.zip,6.85563903861568,6.039471079639684,5.570647923131073,3.2441602466566284,0.076144301515122,18.447573752400444,14475.934281359729
euroc_MH_05_difficult_mertens_rpe5.zip,1.8794217793768773,1.5020858616496726,1.3147012569008831,1.1295858927183482,0.0067272733893662,8.76050909304916,1497.6639193135668
euroc_MH_05_difficult_proposed_rpe5.zip,1.2715271023600028,1.1895110888271594,1.180150632282399,0.4492711225899689,0.0048886682949653,3.4127703110111587,606.2929395135094
euroc_MH_05_difficult_reinhard_rpe5.zip,1.6858306427085032,1.4883353385123494,1.2237762221244517,0.7917593548738749,0.0454241038700892,4.761115793967551,812.81913738596
euroc_V1_01_easy_baseline_rpe5.zip,1.1509337309745695,0.8875186527644808,0.6775731483305951,0.7327749273072628,0.1574556420344801,4.164969448169171,296.72125349328974
euroc_V1_01_easy_clahe_rpe5.zip,0.7675867087345698,0.5676994860761826,0.4112551469781746,0.5166300890722564,0.0308939546748527,3.063660833244206,228.6054699052761
euroc_V1_01_easy_mertens_rpe5.zip,1.1145231632146333,0.8671205277606142,0.6528466909403083,0.7001884544021744,0.1663800286571947,3.949729719708558,291.90804211535874
euroc_V1_01_easy_proposed_rpe5.zip,0.7784554998237599,0.5888340163857478,0.4008576597725009,0.5091831363594918,0.0354040420552504,2.66335092748732,221.18743230013888
euroc_V1_01_easy_reinhard_rpe5.zip,1.1987962825678768,0.9593140661990874,0.7477523817465774,0.7189082344020925,0.1936846313664142,3.7530184290073536,296.04518058230354
euroc_V1_02_medium_baseline_rpe5.zip,5.425894439858938,4.65838169043161,4.157316460954847,2.782051491030256,0.2416411367695368,13.274960475261986,6388.551712530794
euroc_V1_02_medium_clahe_rpe5.zip,2.9503944603885968,2.3723790810938032,1.7224586207205967,1.754036763434633,0.0705804587800954,9.297573533058138,2863.888238252376
euroc_V1_02_medium_mertens_rpe5.zip,6.167257463455843,5.083171715513239,4.381311748302242,3.4923387480538013,0.1288194660713598,16.69926231249498,11106.238869201125
euroc_V1_02_medium_proposed_rpe5.zip,5.841635548704517,5.016825474956491,4.515280670169403,2.9926857565932155,0.2735532997088938,14.446319850768344,7780.432941526536
euroc_V1_02_medium_reinhard_rpe5.zip,1.5277805728187366,1.345196134403159,1.2548413404885104,0.7242657237983474,0.1388206764469381,3.84495279103373,473.8250361725164
euroc_V1_03_difficult_baseline_rpe5.zip,0.9088998989533218,0.7725029181110533,0.6739724056320944,0.4788927519051272,0.0596357899412765,2.5755271435307154,242.8731137373034
euroc_V1_03_difficult_clahe_rpe5.zip,0.7862976866266426,0.6818125062870145,0.5683093725586139,0.3916577054840483,0.0573213415101573,2.3520492541975733,236.7951319138589
euroc_V1_03_difficult_mertens_rpe5.zip,0.6484531010796997,0.5533062357284567,0.4709980892272249,0.3381473551632256,0.0501708665788413,1.8364925937132333,204.35883220974125
euroc_V1_03_difficult_proposed_rpe5.zip,0.9126673143393388,0.8161865296950322,0.7350369674090329,0.4084129961298514,0.0326248381775685,2.211052772417685,252.38737287900463
euroc_V1_03_difficult_reinhard_rpe5.zip,1.026875384815405,0.8640990796977145,0.6976553625512072,0.5548025201865517,0.0635847126380753,3.909965814061399,264.6727370408863
euroc_V2_01_easy_baseline_rpe5.zip,0.5980793037404962,0.5415731283423322,0.5099559165024068,0.2537664284735406,0.0331758908881685,1.4877054403782244,83.70153173367572
euroc_V2_01_easy_clahe_rpe5.zip,0.4195753666867956,0.3719514643354115,0.3159757652676454,0.1941535384923543,0.0966955385137319,1.1290506984758335,66.36839510054534
euroc_V2_01_easy_mertens_rpe5.zip,0.5447162474266524,0.4920366677880941,0.4590129437145808,0.2337000380029124,0.077180537221282,1.4338699727548585,78.92640019601268
euroc_V2_01_easy_proposed_rpe5.zip,0.4716173182424548,0.4291197526160826,0.3947547121483974,0.1956505373897984,0.0974325940354002,1.530995565621657,64.72506240606563
euroc_V2_01_easy_reinhard_rpe5.zip,0.6668864209359288,0.6068961207525627,0.5815452184108141,0.2764319030868605,0.0912908483839851,1.5676868613701127,91.61592467631894
euroc_V2_02_medium_baseline_rpe5.zip,1.5110760821248872,1.2090631355568535,0.91300369532835,0.9063758934389904,0.0065326591862826,5.368236479118197,614.2213990859027
euroc_V2_02_medium_clahe_rpe5.zip,0.9142011461202132,0.6948226814866377,0.5444593914713282,0.594125556477105,0.003900953374864,4.79053073655135,389.4659007744602
euroc_V2_02_medium_mertens_rpe5.zip,1.0086490537796806,0.79737599520587,0.6260911124413266,0.617709022080861,0.0062797931181086,5.01282177249878,386.60170720244514
euroc_V2_02_medium_proposed_rpe5.zip,1.1280252342346335,0.942292890215384,0.8401543847094183,0.6201008289944783,0.0562688859580628,4.734933336662823,388.09448336638064
euroc_V2_02_medium_reinhard_rpe5.zip,1.3986239414733863,1.2162170601489548,1.07361849120513,0.690626521547778,0.1434318859534225,4.213349316408594,422.5281688071108
euroc_V2_03_difficult_baseline_rpe5.zip,1.1555982112642138,0.9499725014953144,0.7987597247877087,0.6579965594741242,0.0888357974505746,3.533977437938552,401.9575749889922
euroc_V2_03_difficult_clahe_rpe5.zip,0.8567372260785764,0.6651995312444808,0.4980407947811985,0.5399150471888486,0.0406495571676164,3.077825104517622,322.22541812692924
euroc_V2_03_difficult_mertens_rpe5.zip,0.7878576973709721,0.5954256321672555,0.4787910766178183,0.5159341700885048,0.0669266590493831,4.188076770189236,286.7725251036909
euroc_V2_03_difficult_proposed_rpe5.zip,1.135404706469132,0.9157331704669328,0.6887232597601923,0.6712500338762267,0.1214712133085204,3.6937118222812666,426.7066135133167
euroc_V2_03_difficult_reinhard_rpe5.zip,0.8803206761302381,0.7273767033693973,0.5590904989567769,0.4958705720426119,0.0956289982542297,3.159331371118748,365.7832406121726
